Authors	Article Title	Source Title	Author Keywords	Abstract	Journal Abbreviation	Print Year	DOI	Taxon	Order	Genus	Done?	Excluded from data gathering (Introgression line, other misc hit, no quantiative metrics, etc.)	reason for exclusion	Claim introgression happening?	Evidence?	data type	Spot-checked
Uddin, MN; Fukuta, Y	A Region on Chromosome 7 Related to Differentiation of Rice (Oryza sativaL.) Between Lowland and Upland Ecotypes	FRONTIERS IN PLANT SCIENCE	differentiation; upland; lowland; ecosystems; plant architecture; rice (Oryza sativaL; )	Due to global population expansion and climate change impacts, the development of a stable yielding variety that adapts well to unfavorable conditions for rice cultivation, can contribute to sustainable and stable production in rice (Oryza sativaL.). Understanding genetic differentiations to ecotypes for rice cultivations, such as upland, rainfed lowland, and irrigated lowland, is very important to develop the breeding materials for adapting to each environmental condition. The upland landrace variety basically has low tiller/panicle numbers and a large panicle, and the plant architecture is different from that of the lowland variety. The tiller and panicle numbers have been considered as one of the most difficult traits for genetic changes artificially in rice breeding. A low tiller recessive geneltn2originated from a New Plant Type variety, IR 65600-87-2-23, harboring segments from an upland variety, Ketan Lumbu (Tropical Japonica Group), was found on chromosome 7, and the other QTLs for culm length, culm weight, panicle length, panicle weight, seed fertility, harvest index, and soil surface rooting were also detected in the same chromosome region. These low tiller genes and the other QTLs were estimated to play an important role in developing the architecture for upland rice. Some QTLs for root growth angle,DRO3andqSFR7, were also found in the same chromosome region from upland varieties categorized into the Tropical Japonica Group, and the QTLs may also be relevant to upland adaptation together with other traits. Previous studies using high throughput re-sequencing (whole genome variation data) of a large batch of rice accessions could identify the ecotype differentiated genomic regions (EDRs) and Ecotype differentiated genes (EDGs) such asOs07g0449700, a type response regulator, which is critical in upland adaptation in the same region of chromosome 7. Two selective loci,E3735andE4208, for upland and lowland differentiation, and their corresponding genesOs07g0260000andOs07g0546500were also detected on chromosome 7 by drought-responding EST-SSRs. These findings indicate that the region on chromosome 7 is highly possible to related to the plant shoot and root architecture in the upland rice variety that has an important role and differentiates between upland and lowland ecotypes.	FRONT PLANT SCI		10.3389/fpls.2020.01135	  			TRUE	TRUE	review paper	FALSE			FALSE
Zhang, K; Lenstra, JA; Zhang, S; Liu, W; Liu, J	Evolution and domestication of the Bovini species	ANIMAL GENETICS	bison; cattle; hybridization; introgression; taxonomy; yak	Domestication of the Bovini species (taurine cattle, zebu, yak, river buffalo and swamp buffalo) since the early Holocene (ca. 10 000 BCE) has contributed significantly to the development of human civilization. In this study, we review recent literature on the origin and phylogeny, domestication and dispersal of the three majorBosspecies - taurine cattle, zebu and yak - and their genetic interactions. The global dispersion of taurine and zebu cattle was accompanied by population bottlenecks, which resulted in a marked phylogeographic differentiation of the mitochondrial and Y-chromosomal DNA. The high diversity of European breeds has been shaped through isolation-by-distance, different production objectives, breed formation and the expansion of popular breeds. The overlapping and broad ranges of taurine and zebu cattle led to hybridization with each other and with other bovine species. For instance, Chinese gayal carries zebu mitochondrial DNA; several Indonesian zebu descend from zebu bull x banteng cow crossings; Tibetan cattle and yak have exchanged gene variants; and about 5% of the American bison contain taurine mtDNA. Analysis at the genomic level indicates that introgression may have played a role in environmental adaptation.	ANIM GENET		10.1111/age.12974	  			TRUE	TRUE	review paper	FALSE			FALSE
Pfeifer, B; Alachiotis, N; Pavlidis, P; Schimek, MG	Genome scans for selection and introgression based onk-nearest neighbour techniques	MOLECULAR ECOLOGY RESOURCES	adaptation; genome scans; introgression; k-nearest neighbours	In recent years, genome-scan methods have been extensively used to detect local signatures of selection and introgression. Most of these methods are either designed for one or the other case, which may impair the study of combined cases. Here, we introduce a series of versatile genome-scan methods applicable for both cases, the detection of selection and introgression. The proposed approaches are based on nonparametrick-nearest neighbour (kNN) techniques, while incorporating pairwise Fixation Index (F-ST) and pairwise nucleotide differences (d(xy)) as features. We benchmark our methods using a wide range of simulation scenarios, with varying parameters, such as recombination rates, population background histories, selection strengths, the proportion of introgression and the time of gene flow. We find that kNN-based methods perform remarkably well compared with thestate-of-the-art. Finally, we demonstrate how to perform kNN-based genome scans on real-world genomic data using the population genomics R-packagepopgenome.	MOL ECOL RESOUR		10.1111/1755-0998.13221	  			TRUE	TRUE	methods paper	FALSE			FALSE
Wang, HB; Cheng, ZN; Wang, BS; Dong, JK; Ye, WX; Yu, Y; Liu, T; Cai, XK; Song, BT; Liu, J	Combining genome composition and differential gene expression analyses reveals that SmPGH1 contributes to bacterial wilt resistance in somatic hybrids	PLANT CELL REPORTS	Potato plus eggplant somatic hybrids; Bacterial wilt resistance; Genomic in situ hybridization; Species-specific molecular markers; Bulked segregant analysis	Key message Clarification of the genome composition of the potato + eggplant somatic hybrids cooperated with transcriptome analysis efficiently identified the eggplant geneSmPGH1that contributes to bacterial wilt resistance. The cultivated potato is susceptible and lacks resistance to bacterial wilt (BW), a soil-borne disease caused byRalstonia solanacearum.It also has interspecies incompatibility withinSolanaceaeplants. Previously, we have successfully conducted the protoplast fusion of potato and eggplant and regenerated somatic hybrids that showing resistance to eggplant BW. For efficient use of these novel germplasm and improve BW resistance of cultivated potato, it is essential to dissect the genetic basis of the resistance to BW obtained from eggplant. The strategy of combining genome composition and transcriptome analysis was established to explore the gene that confers BW resistance to the hybrids. Genome composition of the 90 somatic hybrids was studied using genomic in situ hybridization coupled with 44 selected eggplant-specific SSRs (smSSRs). The analysis revealed a diverse set of genome combinations among the hybrids and showed a possibility of integration of alien genes along with the detection of 7 smSSRs linked to BW resistance (BW-linked SSRs) in the hybrids. Transcriptome comparison between the resistant and susceptible gene pools identified a BW resistance associated gene,smPGH1,which was significantly induced byR. solanacearumin the resistant pool. Remarkably,smPGH1was co-localized with the BW-linked SSR emh01E15 on eggplant chromosome 9, which was further confirmed thatsmPGH1was activated byR. solanacearumonly in the resistant hybrids. Taken together, the identified genesmPGH1and BW-linked SSRs have provided novel genetic resources that will aid in potato breeding for BW resistance.	PLANT CELL REP		10.1007/s00299-020-02563-7	  			TRUE	TRUE	manipulative cross	FALSE			FALSE
Stewart, KA; Taylor, SA	Leveraging eDNA to expand the study of hybrid zones	MOLECULAR ECOLOGY	environmental DNA; genetic admixture; hybridization; speciation	Hybrid zones are important windows into ecological and evolutionary processes. Our understanding of the significance and prevalence of hybridization in nature has expanded with the generation and analysis of genome-spanning data sets. That said, most hybridization research still has restricted temporal and spatial resolution, which limits our ability to draw broad conclusions about evolutionary and conservation related outcomes. Here, we argue that rapidly advancing environmental DNA (eDNA) methodology could be adopted for studies of hybrid zones to increase temporal sampling (contemporary and historical), refine and geographically expand sampling density, and collect data for taxa that are difficult to directly sample. Genomic data in the environment offer the potential for near real-time biological tracking of hybrid zones, and eDNA provides broad, but as yet untapped, potential to address eco-evolutionary questions.	MOL ECOL		10.1111/mec.15514	  			TRUE	TRUE	opinion paper	FALSE			FALSE
Baiz, MD; Tucker, PK; Mueller, JL; Cortes-Ortiz, L	X-Linked Signature of Reproductive Isolation in Humans is Mirrored in a Howler Monkey Hybrid Zone	JOURNAL OF HEREDITY	speciation; genomic clines; sex chromosomes; gene flow; primates	Reproductive isolation is a fundamental step in speciation. While sex chromosomes have been linked to reproductive isolation in many model systems, including hominids, genetic studies of the contribution of sex chromosome loci to speciation for natural populations are relatively sparse. Natural hybrid zones can help identify genomic regions contributing to reproductive isolation, like hybrid incompatibility loci, since these regions exhibit reduced introgression between parental species. Here, we use a primate hybrid zone (Alouatta palliata x Alouatta pigra) to test for reduced introgression of X-linked SNPs compared to autosomal SNPs. To identify X-linked sequence in A. palliata, we used a sex-biased mapping approach with whole-genome re-sequencing data. We then used genomic cline analysis with reduced-representation sequence data for parental A. palliata and A. pigra individuals and hybrids (n = 88) to identify regions with non-neutral introgression. We identified similar to 26 Mb of non-repetitive, putatively X-linked genomic sequence in A. palliata, most of which mapped collinearly to the marmoset and human X chromosomes. We found that X-linked SNPs had reduced introgression and an excess of ancestry from A. palliata as compared to autosomal SNPs. One outlier region with reduced introgression overlaps a previously described desert of archaic hominin ancestry on the human X chromosome. These results are consistent with a large role for the X chromosome in speciation across animal taxa and further, suggest shared features in the genomic basis of the evolution of reproductive isolation in primates.	J HERED		10.1093/jhered/esaa021	  			TRUE	TRUE	only X-chromosome	FALSE			FALSE
Vargas-Ramirez, M; Caballero, S; Morales-Betancourt, MA; Lasso, CA; Amaya, L; Martinez, JG; Viana, MDS; Vogt, RC; Farias, IP; Hrbek, T; Campbell, PD; Fritz, U	Genomic analyses reveal two species of the matamata (Testudines: Chelidae: Chelus spp.) and clarify their phylogeography	MOLECULAR PHYLOGENETICS AND EVOLUTION	Amazonas; Chelus orinocensis sp. nov.; mtDNA, nDNA; Orinoco; South America; Taxonomy	The matamata is one of the most charismatic turtles on earth, widely distributed in northern South America. Debates have occurred over whether or not there should be two subspecies or species recognized due to its geographic variation in morphology. Even though the matamata is universally known, its natural history, conservation status and biogeography are largely unexplored. In this study we examined the phylogeographic differentiation of the matamata based on three mitochondrial DNA fragments (2168 bp of the control region, cytochrome oxidase subunit I, and the cytochrome b gene), one nuclear genomic DNA fragment (1068 bp of the R35 intron) and 1661 Single Nucleotide Polymorphisms (SNPs). Our molecular and morphological analyses revealed the existence of two distinct, genetically deeply divergent evolutionary lineages of matamatas that separated in the late Miocene (approximately 12.7 million years ago), corresponding well to the time when the Orinoco Basin was established. As a result of our analyses, we describe the genetically and morphologically highly distinct matamata from the Orinoco and Rio Negro Basins and the Essequibo drainage as a species new to science (Chelus orinocensis sp. nov.). Chelus fimbriata sensu stricto is distributed in the Amazon Basin and the Mahury drainage. Additionally, the analyses revealed that each species displays phylogeographic differentiation. For C. orinocensis, there is moderate mitochondrial differentiation between the Orinoco and the Rio Negro. For C. fimbriata, there is more pronounced differentiation matching different river systems. One mitochondrial clade was identified from the Amazon, Ucayali, and Mahury Rivers, and another one from the Madeira and Jaci Parana Rivers. The C. orinocensis in the Essequibo and Branco Rivers have haplotypes that constitute a third clade clustering with C. fimbriata. Phylogenetic analyses of the R35 intron and SNP data link the matamatas from the Essequibo and Branco with the new species, suggesting past gene flow and old mitochondrial introgression. Chelus orinocensis is collected for the pet trade in Colombia and Venezuela. However, neither the extent of the harvest nor its impact are known. Hence, it is crucial to gather more information and to assess its exploitation throughout its distribution range to obtain a better understanding of its conservation status and to design appropriate conservation and management procedures.	MOL PHYLOGENET EVOL		10.1016/j.ympev.2020.106823	  			TRUE	TRUE	mtDNA	FALSE			FALSE
Gaire, R; Ohm, H; Brown-Guedira, G; Mohammadi, M	Identification of regions under selection and loci controlling agronomic traits in a soft red winter wheat population	PLANT GENOME		Comprehensive information of a breeding population is a necessity to design promising crosses. This study was conducted to characterize a soft red winter wheat breeding population that was subject of intensive germplasm introductions and introgression from exotic germplasm. We used genome-wide markers and phenotypic assessment to identify signatures of selection and loci controlling agronomic traits in a soft red winter wheat population. The study of linkage disequilibrium (LD) revealed that the extent of LD and its decay varied among chromosomes with chromosomes 2B and 7D showing the most extended islands of high-LD with slow rates of decay. Four sub-populations, two with North American origin and two with Australian and Chinese origins, were identified. Genome-wide scans for selection signatures using F-ST and hapFLK identified 13 genomic regions under selection, of which five loci (LT, Fr-A2, Vrn-A1, Vrn-B1, Vrn3) were associated with environmental adaptation and two loci were associated with disease resistance genes (Sr36 and Fhb1). Genome-wide association studies identified major loci controlling yield and yield related traits. For days to heading and plant height, major loci with effects sizes of 2.2 days and 5 cm were identified on chromosomes 7B and 6A respectively. For test weight, number of spikes per square meter, and number of kernels per square meter, large effect loci were identified on chromosomes 1A, 4B, and 5A, respectively. However, for yield alone, no major loci were detected. A combination of selection for large effect loci for yield components and genomic selection could be a promising approach for yield improvement.	PLANT GENOME-US		10.1002/tpg2.20031	  			TRUE	TRUE	manipulative cross	FALSE			FALSE
Yang, CJ; Sharma, R; Gorjanc, G; Hearne, S; Powell, W; Mackay, I	Origin Specific Genomic Selection: A Simple Process To Optimize the Favorable Contribution of Parents to Progeny	G3-GENES GENOMES GENETICS	introgression; barley; maize; NAM; genomic selection; plant breeding; Genomic Prediction; GenPred; Shared Data Resources	Modern crop breeding is in constant demand for new genetic diversity as part of the arms race with genetic gain. The elite gene pool has limited genetic variation and breeders are trying to introduce novelty from unadapted germplasm, landraces and wild relatives. For polygenic traits, currently available approaches to introgression are not ideal, as there is a demonstrable bias against exotic alleles during selection. Here, we propose a partitioned form of genomic selection, called Origin Specific Genomic Selection (OSGS), where we identify and target selection on favorable exotic alleles. Briefly, within a population derived from a bi-parental cross, we isolate alleles originating from the elite and exotic parents, which then allows us to separate out the predicted marker effects based on the allele origins. We validated the usefulness of OSGS using two nested association mapping (NAM) datasets: barley NAM (elite-exotic) and maize NAM (elite-elite), as well as by computer simulation. Our results suggest that OSGS works well in its goal to increase the contribution of favorable exotic alleles in bi-parental crosses, and it is possible to extend the approach to broader multi-parental populations.	G3-GENES GENOM GENET		10.1534/g3.120.401132	  			TRUE	TRUE	methods paper	FALSE			FALSE
Leonova, IN; Skolotneva, ES; Orlova, EA; Orlovskaya, OA; Salina, EA	Detection of Genomic Regions Associated with Resistance to Stem Rust in Russian Spring Wheat Varieties and Breeding Germplasm	INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES	wheat; Triticum aestivum; Puccinia graminis; introgression lines; GWAS; Srgenes	Stem rust caused byPuccinia graminisf. sp.triticiEriks. is a dangerous disease of common wheat worldwide. Development and cultivation of the varieties with genetic resistance is one of the most effective and environmentally important ways for protection of wheat against fungal pathogens. Field phytopathological screening and genome-wide association study (GWAS) were used for assessment of the genetic diversity of a collection of spring wheat genotypes on stem rust resistance loci. The collection consisting of Russian varieties of spring wheat and introgression lines with alien genetic materials was evaluated over three seasons (2016, 2017 and 2018) for resistance to the native population of stem rust specific to the West Siberian region of Russia. The results indicate that most varieties displayed from moderate to high levels of susceptibility toP. graminis; 16% of genotypes had resistance or immune response. In total, 13,006 single-nucleotide polymorphism (SNP) markers obtained from the Infinium 15K array were used to perform genome-wide association analysis. GWAS detected 35 significant marker-trait associations (MTAs) with SNPs located on chromosomes 1A, 2A, 2B, 3B, 5A, 5B, 6A, 7A and 7B. The most significant associations were found on chromosomes 7A and 6A where known resistance genesSr25andSr6Ai = 2originated fromThinopyrumssp. are located. Common wheat lines containing introgressed fragments fromTriticum timopheeviiandTriticum kiharaewere found to carrySr36gene on 2B chromosome. It has been suggested that the quantitative trait loci (QTL) mapped to the chromosome 5BL may be new loci inherited from theT. timopheevii. It can be inferred that a number of Russian wheat varieties may contain theSr17gene, which does not currently provide effective protection against pathogen. This is the first report describing the results of analysis of the genetic factors conferring resistance of Russian spring wheat varieties to stem rust.	INT J MOL SCI		10.3390/ijms21134706	  			TRUE	TRUE	introgression lines	FALSE			FALSE
Riaz, S; Menendez, CM; Tenscher, A; Pap, D; Walker, MA	Genetic mapping and survey of powdery mildew resistance in the wild Central Asian ancestor of cultivated grapevines in Central Asia	HORTICULTURE RESEARCH		Cultivated grapevines (Vitis vinifera) lack resistance to powdery mildew (PM) with few exceptions. Resistance to this pathogen within V. vinifera has been reported in earlier studies and identified as the Ren1 locus in two Central Asian table grape accessions. Other PM-resistant cultivated varieties and accessions of the wild ancestor V. vinifera subsp. sylvestris were soon identified raising questions regarding the origin of the resistance. In this study, F1 breeding populations were developed with a PM susceptible V. vinifera subsp. vinifera breeding line and a PM-resistant subsp. sylvestris accession. Genotyping was carried out with five Ren1 locus linked SSR markers. A PM resistance locus explaining up to 96% of the phenotypic variation was identified in the same genomic position, where the Ren1 locus was previously reported. New SSR marker alleles linked with the resistance locus were identified. We report results of PM resistance in multiple accessions of subsp. sylvestris collected as seed lots or cuttings from five countries in the Caucasus and Central Asia. A total of 20 females from 11 seed lots and 19 males from nine seed lots collected from Georgia, Armenia, and Azerbaijan were resistant to PM. Three male and one female plant collected as cuttings from Afghanistan and Iran were also resistant to PM. Allelic analysis of markers linked with the Ren1 locus in conjunction with disease evaluation data found a high diversity of allelic haplotypes, which are only possible via recombination events occurring over a long time period. Sequence analysis of two alleles of the SSR marker that cosegregates with the resistance found SNPs that were present in the wild progenitor and in cultivated forms. Variable levels of PM resistance among the tested accessions were also observed. These lines of evidence suggest that the powdery mildew fungus may have been present in Asia for a longer time than currently thought, giving the wild progenitor V. vinifera subsp. sylvestris time to coevolve with and develop resistance to this pathogen.	HORTIC RES-ENGLAND		10.1038/s41438-020-0335-z	  			TRUE	TRUE	manipulative cross	FALSE			FALSE
Lutgen, D; Ritter, R; Olsen, RA; Schielzeth, H; Gruselius, J; Ewels, P; Garcia, JT; Shirihai, H; Schweizer, M; Suh, A; Burri, R	Linked-read sequencing enables haplotype-resolved resequencing at population scale	MOLECULAR ECOLOGY RESOURCES	admixture; demography; introgression; phasing; population genomics; selective sweeps	The feasibility to sequence entire genomes of virtually any organism provides unprecedented insights into the evolutionary history of populations and species. Nevertheless, many population genomic inferences - including the quantification and dating of admixture, introgression and demographic events, and inference of selective sweeps - are still limited by the lack of high-quality haplotype information. The newest generation of sequencing technology now promises significant progress. To establish the feasibility of haplotype-resolved genome resequencing at population scale, we investigated properties of linked-read sequencing data of songbirds of the genusOenantheacross a range of sequencing depths. Our results based on the comparison of downsampled (25x, 20x, 15x, 10x, 7x, and 5x) with high-coverage data (46-68x) of seven bird genomes mapped to a reference suggest that phasing contiguities and accuracies adequate for most population genomic analyses can be reached already with moderate sequencing effort. At 15x coverage, phased haplotypes span about 90% of the genome assembly, with 50% and 90% of phased sequences located in phase blocks longer than 1.25-4.6 Mb (N50) and 0.27-0.72 Mb (N90). Phasing accuracy reaches beyond 99% starting from 15x coverage. Higher coverages yielded higher contiguities (up to about 7 Mb/1 Mb [N50/N90] at 25x coverage), but only marginally improved phasing accuracy. Phase block contiguity improved with input DNA molecule length; thus, higher-quality DNA may help keeping sequencing costs at bay. In conclusion, even for organisms with gigabase-sized genomes like birds, linked-read sequencing at moderate depth opens an affordable avenue towards haplotype-resolved genome resequencing at population scale.	MOL ECOL RESOUR		10.1111/1755-0998.13192	  			TRUE	TRUE	methods paper	FALSE			FALSE
Fang, BH; Kemppainen, P; Momigliano, P; Feng, XY; Merila, J	On the causes of geographically heterogeneous parallel evolution in sticklebacks	NATURE ECOLOGY & EVOLUTION		The three-spined stickleback (Gasterosteus aculeatus) is an important model system for the study of parallel evolution in the wild, having repeatedly colonized and adapted to freshwater from the sea throughout the northern hemisphere. Previous studies identified numerous genomic regions showing consistent genetic differentiation between freshwater and marine ecotypes but these had typically limited geographic sampling and mostly focused on the Eastern Pacific region. We analysed population genomic data from global samples of the three-spined stickleback marine and freshwater ecotypes to detect loci involved in parallel evolution at different geographic scales. Most signatures of parallel evolution were unique to the Eastern Pacific and trans-oceanic marine-freshwater differentiation was restricted to a limited number of shared genomic regions, including three chromosomal inversions. On the basis of simulations and empirical data, we demonstrate that this could result from the stochastic loss of freshwater-adapted alleles during the invasion of the Atlantic basin and selection against freshwater-adapted variants in the sea, both of which can reduce standing genetic variation available for freshwater adaptation outside the Eastern Pacific region. Moreover, the elevated linkage disequilibrium associated with marine-freshwater differentiation in the Eastern Pacific is consistent with secondary contact between marine and freshwater populations that evolved in isolation from each other during past glacial periods. Thus, contrary to what earlier studies from the Eastern Pacific region have led us to believe, parallel marine-freshwater differentiation in sticklebacks is far less prevalent and pronounced in all other parts of the species global distribution range. Population genomic data from a global dataset of three-spined sticklebacks show that parallel signatures of marine to freshwater differentiation are less common than previously thought.	NAT ECOL EVOL		10.1038/s41559-020-1222-6	  			TRUE	TRUE	did not investigate introgression	FALSE			FALSE
Li, Z; Tirado, SB; Kadam, DC; Coffey, L; Miller, ND; Spalding, EP; Lorenz, AJ; de Leon, N; Kaeppler, SM; Schnable, PS; Springer, NM; Hirsch, CN	Characterizing introgression-by-environment interactions using maize near isogenic lines	THEORETICAL AND APPLIED GENETICS		Key message Significant introgression-by-environment interactions are observed for traits throughout development from small introgressed segments of the genome. Relatively small genomic introgressions containing quantitative trait loci can have significant impacts on the phenotype of an individual plant. However, the magnitude of phenotypic effects for the same introgression can vary quite substantially in different environments due to introgression-by-environment interactions. To study potential patterns of introgression-by-environment interactions, fifteen near-isogenic lines (NILs) with > 90% B73 genetic background and multiple Mo17 introgressions were grown in 16 different environments. These environments included five geographical locations with multiple planting dates and multiple planting densities. The phenotypic impact of the introgressions was evaluated for up to 26 traits that span different growth stages in each environment to assess introgression-by-environment interactions. Results from this study showed that small portions of the genome can drive significant genotype-by-environment interaction across a wide range of vegetative and reproductive traits, and the magnitude of the introgression-by-environment interaction varies across traits. Some introgressed segments were more prone to introgression-by-environment interaction than others when evaluating the interaction on a whole plant basis throughout developmental time, indicating variation in phenotypic plasticity throughout the genome. Understanding the profile of introgression-by-environment interaction in NILs is useful in consideration of how small introgressions of QTL or transgene containing regions might be expected to impact traits in diverse environments.	THEOR APPL GENET		10.1007/s00122-020-03630-z	  			TRUE	TRUE	manipulative cross	FALSE			FALSE
Hernandez, J; Meints, B; Hayes, P	Introgression Breeding in Barley: Perspectives and Case Studies	FRONTIERS IN PLANT SCIENCE	genetic resources; multi-rust resistance; haplotype; high throughput genotyping; genetic diversity; genetic mapping	Changing production scenarios resulting from unstable climatic conditions are challenging crop improvement efforts. A deeper and more practical understanding of plant genetic resources is necessary if these assets are to be used effectively in developing improved varieties. In general, current varieties and potential varieties have a narrow genetic base, making them prone to suffer the consequences of new and different abiotic and biotic stresses that can reduce crop yield and quality. The deployment of genomic technologies and sophisticated statistical analysis procedures has generated a dramatic change in the way we characterize and access genetic diversity in crop plants, including barley. Various mapping strategies can be used to identify the genetic variants that lead to target phenotypes and these variants can be assigned coordinates in reference genomes. In this way, new genes and/or new alleles at known loci present in wild ancestors, germplasm accessions, land races, and un-adapted introductions can be located and targeted for introgression. In principle, the introgression process can now be streamlined and linkage drag reduced. In this review, we present an overview of (1) past and current efforts to identify diversity that can be tapped to improve barley yield and quality, and (2) case studies of our efforts to introgress resistance to stripe and stem rust from un-adapted germplasm. We conclude with a description of a modified Nested Association Mapping (NAM) population strategy that we are implementing for the development of multi-use naked barley for organic systems and share perspectives on the use of genome editing in introgression breeding.	FRONT PLANT SCI		10.3389/fpls.2020.00761	  			TRUE	TRUE	review paper	FALSE			FALSE
Dissanayake, R; Braich, S; Cogan, NOI; Smith, K; Kaur, S	Characterization of Genetic and Allelic Diversity Amongst Cultivated and Wild Lentil Accessions for Germplasm Enhancement	FRONTIERS IN GENETICS	pulse; SNP markers; allele frequency; GenBank; sequence variant; gene annotation; introgression	Intensive breeding of cultivated lentil has resulted in a relatively narrow genetic base, which limits the options to increase crop productivity through selection. Assessment of genetic diversity in the wild gene pool of lentil, as well as characterization of useful and novel alleles/genes that can be introgressed into elite germplasm, presents new opportunities and pathways for germplasm enhancement, followed by successful crop improvement. In the current study, a lentil collection consisting of 467 wild and cultivated accessions that originated from 10 diverse geographical regions was assessed, to understand genetic relationships among different lentil species/subspecies. A total of 422,101 high-confidence SNP markers were identified against the reference lentil genome (cv. CDC Redberry). Phylogenetic analysis clustered the germplasm collection into four groups, namely,Lens culinaris/Lens orientalis,Lens lamottei/Lens odemensis,Lens ervoides, andLens nigricans. A weak correlation was observed between geographical origin and genetic relationship, except for some accessions ofL.culinarisandL.ervoides. Genetic distance matrices revealed a comparable level of variation within the gene pools ofL.culinaris(Nei's coefficient 0.01468-0.71163),L.ervoides(Nei's coefficient 0.01807-0.71877), andL.nigricans(Nei's coefficient 0.02188-1.2219). In order to understand any genic differences at species/subspecies level, allele frequencies were calculated from a subset of 263 lentil accessions. Among all cultivated and wild lentil species,L.nigricansexhibited the greatest allelic differentiation across the genome compared to all other species/subspecies. Major differences were observed on six genomic regions with the largest being on Chromosome 1 (c. 1 Mbp). These results indicate thatL. nigricansis the most distantly related toL. culinarisand additional structural variations are likely to be identified from genome sequencing studies. This would provide further insights into evolutionary relationships between cultivated and wild lentil germplasm, for germplasm improvement and introgression.	FRONT GENET		10.3389/fgene.2020.00546	  			TRUE	TRUE	did not investigate introgression	FALSE			FALSE
Rani, K; Raghu, BR; Jha, SK; Agarwal, P; Mallick, N; Niranjana, M; Sharma, JB; Singh, AK; Sharma, NK; Rajkumar, S; Tomar, SMS; Vinod	A novel leaf rust resistance gene introgressed from Aegilops markgrafii maps on chromosome arm 2AS of wheat	THEORETICAL AND APPLIED GENETICS		Key message A novel leaf rust resistance gene, LrM, introgressed from Aegilops markgrafii and mapped on chromosome 2AS using SSR- and SNP-based PCR markers will aid in broadening the genetic base of rust resistance in wheat. A new leaf rust resistance gene tentatively named LrM was introgressed from the diploid non-progenitor species Ae. markgrafii (2n = 2x = 14, genome CC) into common wheat using the nulli-5B mechanism. The introgression line ER9-700 showed a high degree of resistance against a wide spectrum of Puccinia triticina pathotypes. Genetic analysis was performed using the F-1, F-2, F-2:3 and BC1F1 generations derived from the cross ER9-700/Agra Local. The results showed a single dominant gene for leaf rust resistance. The resistance gene LrM was mapped on chromosome arm 2AS using SSR- and SNP-based PCR markers. Preliminary mapping with SSR markers in the F-2:3 population from the cross ER9-700/Agra Local identified two SSR markers flanking the LrM. SNPs were identified in the genomic region flanked by SSR markers, and SNP-based PCR markers were developed to construct the final map. Three SNP-based PCR markers co-segregated and mapped closest to the resistance gene at a distance of 2 cM. The gene LrM was distinguished from all the other genes designated and mapped on chromosome arm 2AS by molecular markers and rust reaction. All five markers used in the mapping amplified identical alleles in the donor Ae. markgrafii accession and introgression line ER9-700. The chromosomal location and rust reaction suggest that LrM is a novel leaf rust resistance gene that may be useful in broadening the genetic base of leaf rust resistance in wheat.	THEOR APPL GENET		10.1007/s00122-020-03625-w	  			TRUE	TRUE	manipulative cross	FALSE			FALSE
Li, L; Zhang, J; Lu, ZQ; Zhao, JL; Li, QJ	Genomic data reveal two distinct species from the widespread alpine ginger Roscoea tibetica Batalin (Zingiberaceae)	JOURNAL OF SYSTEMATICS AND EVOLUTION	cryptic species; genotyping by sequencing; phylogenomics; Roscoea tibetica; species delimitation	Species delimitation is a key foundation for exploring biodiversity. However, the existence of continuous phenotypic variation in widespread species challenges accurate species delimitation based on classical taxonomy. In this study, we investigated the cryptic diversity of a widespread herb (Roscoea tibetica Batalin) in a biodiversity hotspot (the Hengduan Mountains, China) using genotyping by sequencing, examining morphological traits, developing species distribution models, and simulating demographic history. Phylogenomic reconstruction, principal component analysis, and genetic structure inferences indicated that previously reported R. tibetica comprised two monophyletic lineages with a deep divergence. Several morphological diagnostic characteristics were discovered from field and common garden that corresponded to these independent evolutionary lineages. Species distribution models illustrated significant ecological divergence between both lineages. All evidence strongly supported that R. tibetica, as described in previous taxonomy, actually comprises two distinct species. Model test of gene flow and effective population size changes in fastsimcoal2, and a negative Tajima's D-value suggested that recent contact likely occurred between the two lineages. Our results proposed that cryptic diversity in previously reported R. tibetica was possibly associated with phenotypic plasticity in heterogeneous environments and morphological convergence in similar habitats. This study suggests that caution should be exercised when attempting to gain biological insight into species with large-scale morphological variation, and species delimitation should be done in advance.	J SYST EVOL		10.1111/jse.12596	  			TRUE	TRUE	did not investigate introgression	FALSE			FALSE
