Authors	Title	Journal	Abstract	Print Year	DOI		Taxon	Order	Genus (or number of)	Done?	Excluded from data gathering (Introgression line, other misc hit, no quantiative metrics, etc.)	reason for exclusion	Claim introgression happening?	Evidence?	Data type (amplicon, microsat, sanger, WGS, RAD, transcriptome, exome)	Spot-checked	
Kopecky, D.; Lukaszewski, A. J.; Dolezel, J.	Meiotic behaviour of individual chromosomes of Festuca pratensis in tetraploid Lolium multiflorum	CHROMOSOME RESEARCH	Intergeneric hybrids of fescues (Festuca spp.) and ryegrasses (Lolium spp.) are unique for the ability of their chromosomes to pair essentially freely in meiotic metaphase I (MI). At the same time, their chromosomes can be readily recognized by genomic in-situ hybridization (GISH). Past genome-wide observations suggested that this homoeologous pairing was not completely random. In this study we extend the analysis to all seven individual chromosomes of F. pratensis introgressed into autotetraploid L. multiflorum and show that for any F. pratensis chromosome the choice of an MI pairing partner depends on the identity of the remaining chromosomes present in the quadruplet. In monosomic introgressions, the choice of a homologous or homoeologous partner was completely random; in disomics there was a slight preference for homologous pairing. Pairing preference was similar for each chromosome, suggesting that pairing affinity of all chromosomes is essentially the same and no structural rearrangements differentiate the two genera. Homoeologous crossover rates for individual chromosomes were similar and they were consistently lower than expected on the basis of the MI pairing. High homoeologous MI pairing in these hybrids may be due to a very permissive system of chromosome pairing control that overlooks differences between the parental chromosomes. Given the ease of genome discrimination by GISH in the Lolium-Festuca hybrids, the differences in repetitive DNA sequences must be substantial. On the other hand, it appears just as likely that while the DNA repeats diverged markedly during evolution, the sequences involved in chromosome pairing have been conserved enough to facilitate regular pairing partner recognition and crossing-over.	2008	10.1007/s10577-008-1256-0		Plants			TRUE	TRUE	cytogenetics	FALSE			FALSE	
Kopecky, D.; Lukaszewski, A. J.; Dolezel, J.	Cytogenetics of festulolium (Festuca X Lolium hybrids)	CYTOGENETIC AND GENOME RESEARCH	Grasses are the most important and widely cultivated crops. Among them, ryegrasses (Lolium spp.) and fescues (Festuca spp.) provide high quality fodder for livestock, are used for turf and amenity purposes, and play a fundamental role in environment protection. Species from the two genera display complementary agronomic characteristics and are often grown in mixtures. Breeding efforts to combine desired features in single entities culminated with the production of Festuca X Lolium hybrids. The so called Festuloliums enjoy a considerable commercial success with numerous cultivars registered all over the world. They are also very intriguing from a strictly cytogenetic point of view as the parental chromosomes recombine freely in hybrids. Until a decade ago this phenomenon was only known in general quantitative terms. The introduction of molecular cytogenetic tools such as FISH and GISH permitted detailed studies of intergeneric chromosome recombination and karyotyping of Festulolium cultivars. These tools were also invaluable in revealing the origin of polyploid fescues, and facilitated the development of chromosome substitution and introgression lines and physical mapping of traits of interest. Further progress in this area will require the development of a larger set of cytogenetic markers and high-resolution cytogenetic maps. It is expected that the Lolium - Festuca complex will continue providing opportunities for breeding superior grass cultivars and the complex will remain an attractive platform for fundamental research of the early steps of hybrid speciation and interaction of parental genomes, as well as the processes of chromosome pairing, elimination and recombination. Copyright (c) 2008 S. Karger AG, Basel.	2008	10.1159/000121086		Plants			TRUE	TRUE	cytogenetics	FALSE			FALSE	
Kopecky, David; Bartos, Jan; Lukaszewski, Adam J.; Baird, James H.; Cernoch, Vladimir; Koelliker, Roland; Sandve, Simen Rod; Rognli, Odd Arne; Blois, Helene; Caig, Vanessa; Dolezel, Jaroslav; Kilian, Andrzej	DArTFest - A Platform for High-Throughput Genome Profiling Within the Festuca-Lolium Complex	SUSTAINABLE USE OF GENETIC DIVERSITY IN FORAGE AND TURF BREEDING	With the aim to facilitate high-throughput genome profiling and genetic and physical mapping within the Festuca-Lolium complex, we have developed a Diversity Arrays Technology (DArT) array for five important species: Festuca pratensis, Festuca arundinacea, Festuca glaucescens, Lolium perenne and Lolium multiflorum. The DArTFest array contains 7,680 probes derived from methyl-filtered genomic representations. Of 3,884 polymorphic DArT markers identified in the first marker discovery experiment, over 1,000 markers detected a positive allele in each species. We assigned DArT markers to individual chromosome regions of F pratensis using a series of single chromosome substitution and recombinant lines of F pratensis in L. multiflorum. Moreover, we enriched the existing genetic map of F. pratensis by over 200 DArT markers and existing genetic map of L. multiflorum by over 500 DArT markers. The resources developed in this project will facilitate development of genetic maps in Festuca and Lolium, the analysis of genomic constitution in Festuca x Lolium hybrids, as well as marker-assisted selection for multiple traits.	2010	10.1007/978-90-481-8706-5_65		Plants			TRUE	TRUE	crop dev	FALSE			FALSE	
Kopecky, David; Horakova, Lucie; Duchoslav, Martin; Dolezel, Jaroslav	Selective Elimination of Parental Chromatin from Introgression Cultivars of xFestulolium (Festuca x Lolium)	SUSTAINABILITY	Alien chromosome introgressions can be used to introduce beneficial traits from one species into another. However, exploitation of the introgressions in breeding requires proper transmission of introgressed segments to consecutive generations. In xFestulolium hybrids chromosomes of Festuca and Lolium readily pair and recombine. This opens a way for introgression of traits (e.g., abiotic and biotic stress resistance) from Festuca into elite Lolium cultivars. However, retention of Festuca chromatin in xFestulolium is uncertain as several studies indicated its gradual elimination over generations of sexual reproduction. Here we investigated genome composition in two subsequent generations of four introgression xFestulolium (F. pratensis x L. multiflorum) cultivars using genomic in situ hybridization. We observed about 27-32% elimination of Festuca chromatin in a single round of multiplication. At this pace, Festuca chromatin would be completely eliminated in about four generations of seed multiplication. On the other hand, we observed that it is possible to increase the proportion of Festuca chromatin in the cultivars by proper selection of mating plants. Nevertheless, once selection is relaxed, the first round of the seed multiplication reverts the genome composition back to the Lolium type. Thus, it seems that amphiploid forms of xFestulolium with relatively stable hybrid genomes may be more promising material for future breeding than introgression lines.	2019	10.3390/su11113153		Plants			TRUE	TRUE	Introgression lines	FALSE			FALSE	
Kopecky, David; Talukder, Shyamal K.; Zwyrtkova, Jana; Trammell, Mike; Dolezel, Jaroslav; Saha, Malay C.	Inter-morphotype hybridization in tall fescue (Festuca arundinacea Schreb.): exploration of meiotic irregularities and potential for breeding	EUPHYTICA	The Continental morphotype of tall fescue is one of the main forage and turf grass species. However, it suffers from summer drought, especially in dry and hot climates. On the other hand, the Mediterranean morphotype of tall fescue display summer dormancy. Hybridization of the two morphotypes seems to be an efficient way to introgress summer dormancy from Mediterranean morphotypes into elite cultivars of the Continental morphotype. In this study, we performed a series of reciprocal crosses producing F1 hybrids. Phenotyping revealed heterosis for plant height, fresh weight and dry matter yield, with hybrids generally outscoring parental genotypes. On the other hand, F1 hybrids had reduced fertility and lower seed set. This was a consequence of meiotic irregularities. Both parental morphotypes carry chromosome pairing regulators responsible for diploid-like behavior in meiosis. However, it is clear from this study that the regulators from the two morphotypes are not compatible. We observed high frequency of multivalent formation and homoeologous chromosome pairing in F1 hybrids. Molecular and cytogenetic analyses indicate high level of genome differentiation between both morphotypes. This might be caused either by massive genome reshuffling during the evolution or, most likely, by origination of the two morphotypes from different parental species. As such, introgression-form of breeding involving several rounds of backcrosses resulting in the restoration of chromosome pairing regulator (at least in some plants) appears to be the only way to achieve stability of the hybrid genomes and thus, wider utilization of genetically stable and fertile hybrid tall fescue for forage and turf.	2019	10.1007/s10681-019-2419-0		Plants			TRUE	TRUE	Manipulative crosses	FALSE			FALSE	
Kosmala, A; Zwierzykowski, Z; Gasior, D; Rapacz, M; Zwierzykowska, E; Humphreys, MW	GISH/FISH mapping of genes for freezing tolerance transferred from Festuca pratensis to Lolium multiflorum	HEREDITY	The first backcross breeding programme for the transfer of freezing-tolerance genes from winter hardy Festuca pratensis to winter-sensitive Lolium multiflorum is described. A partly fertile, triploid F-1 hybrid F. pratensis (2n=2x=14) x L. multiflorum (2n=4x=28) was employed initially, and after two backcrosses to L. multiflorum (2x) a total of 242 backcross two (BC2) plants were generated. Genomic in situ hybridisation (GISH) was performed on 61 BC2 plants selected for their good growth and winter survival characters in the spring following one Polish winter (2000-2001). Among the winter survivors, diploid chromosome numbers were present in 80% of plants. An appropriate single Festuca introgression in an otherwise undisturbed Lolium genome could provide increased freezing tolerance without compromise to the good growth and plant vigour found in Lolium. Among all the diploids, a total of 20 individuals were identified, each with a single F. pratensis chromosome segment. Another diploid plant contained 13 Lolium chromosomes and a large metacentric F. pratensis chromosome, identified as chromosome 4, with two large distal Lolium introgressions on each chromosome arm. Three of the diploid BC2, including the genotype with Festuca chromosome 4 DNA sequences, were found to have freezing tolerance in excess of that of L. multiflorum, and in one case in excess of the F. pratensis used as control. A detailed cytological analysis combining GISH and fluorescence in situ hybridisation analyses with rDNA probes revealed that the other two freezing-tolerant genotypes carried a Festuca chromosome segment at the same terminal location on the non-satellite arm of Lolium chromosome 2.	2006	10.1038/sj.hdy.6800787		Plants			TRUE	TRUE	cytogenetics	FALSE			FALSE	
Kotseruba, Violetta; Pistrick, Klaus; Blattner, Frank R.; Kumke, Katrin; Weiss, Oda; Rutten, Twan; Fuchs, Joerg; Endo, Takashi; Nasuda, Shuhei; Ghukasyan, Anahit; Houben, Andreas	The evolution of the hexaploid grass Zingeria kochii (Mez) Tzvel. (2n=12) was accompanied by complex hybridization and uniparental loss of ribosomal DNA	MOLECULAR PHYLOGENETICS AND EVOLUTION	In the grass tribe Poeae a small group of taxa occur with an exceptionally low chromosome number of 2n = 2x = 4 belonging to the closely related genera Colpodium and Zingeria. To understand the formation of polyploids in this group we analyzed the evolution of allohexaploid Zingeria kochii (2n = 12) and its presumable ancestral species. Genomic in situ hybridization demonstrated that Z. kochii evolved from an interspecific hybrid involving species closely related to contemporary Z. biebersteiniana (2n = 4) and Colpodium versicolor (2n = 4) and a third unknown species. Following allopolyploidization of Z. kochii the biebersteiniana-like parental chromosomes underwent loss of ribosomal DNA. No interlocus homogenization of 45S rDNA took place in Z. kochii and phylogenetic analysis showed that C versicolor contributed its genome to Z. kochii relatively recently. In situ hybridization was particularly effective in understanding the allopolyploid evolution in Zingeria while the analysis of ITS sequences alone would have resulted in a wrong interpretation of the allopolyploid history of the genus. (C) 2010 Elsevier Inc. All rights reserved.	2010	10.1016/j.ympev.2010.01.003		Plants			TRUE	TRUE	cytogenetics	FALSE			FALSE	
Krishna, M. S. R.; Reddy, S. Sokka; Satyanarayana, Sadam D. V.	Marker-assisted breeding for introgression of opaque-2 allele into elite maize inbred line BML-7	3 BIOTECH	Improvement of quality protein maize (QPM) along with high content of lysine and tryptophan had foremost importance in maize breeding program. The efficient and easiest way of developing QPM hybrids was by backcross breeding in marker aided selection. Hence, the present investigation aimed at conversion of elite maize inbred line BML-7 into QPM line. CML-186 was identified to be a donor variety as it revealed high-quality polymorphism with BML-7 for opaque-2 gene specific marker umc1066. Non-QPM inbred line BML-7 was crossed with QPM donor CML-186 and produced F-1 followed by the development of BC1F1 and BC2F1 population. Foreground selection was carried out with umc1066 in F-1, and selected plants were used for BC1F1 and BC2F1 populations. Two hundred plants were screened in both BC1F1 and BC2F1 population with umc1066 for foreground selection amino acid modifiers. Foreground selected plants for both opaque-2 and amino acid modifiers were screened for background selection for BML-7 genome. Recurrent parent genome (RPG) was calculated for BC2F1 population plants. Two plants have shown with RPG 90-93% in two generation with back cross population. Two BC2F2 populations resulted from marker recognized BC2F1 individuals subjected toward foreground selection followed by tryptophan estimation. The tryptophan and lysine concentration was improved in all the plants. BC2F2 lines developed from hard endosperm kernels were selfed for BC2F2 lines and finest line was selected to illustrate the QPM version of BML-7, with 0.97% of tryptophan and 4.04% of lysine concentration in protein. Therefore, the QPM version of BML-7 line can be used for the development of single cross hybrid QPM maize version.	2017	10.1007/s13205-017-0842-2		Plants			TRUE	TRUE	Introgression line	FALSE			FALSE	
Krishna, M. S. R.; Reddy, Sokka S.	Marker assisted introgression of opaque-2 gene into elite maize inbred line BML-(7)	RESEARCH JOURNAL OF BIOTECHNOLOGY	Development of QPM (Quality Protein Maize) with high lysine and tryptophan is of foremost importance in maize breeding programme. Marker assisted selection in back cross breeding is the easiest way of developing QPM hybrids in less time. The present investigation was to attempt for conversion of elite maize inbred line BML-7 into QPM line. CML-181 was identified as a donor which showed good polymorphism with BML-7 for opaque-2 gene specific marker umc 1066. Non-QPM inbred line BML-7 was crossed with QPM donor CML-181 and produced F-1 followed by BC1F1 and BC2F1 population was developed. Foreground selection was carried out with umc 1066 in F-1 and selected plants were used for BC1F1 and BC2F1 populations. Two hundred plants were screened in both BC1F1 and BC2F1 population with umc 1066 for foreground selection. The selected plants were screened for foreground selection with amino acid modifiers. Foreground selected plants for both opaque-2 and amino acid modifiers were screened for background selection for BML-7 genome. Recurrent parent genome (RPG) was calculated for BC2F1 population plants. Two plants have shown with RPG 90 - 93 % in two generation back cross population. The BC2F2 population derived from marker identified BC2F1 individuals were subjected to foreground selection followed by tryptophan estimation. The tryptophan and lysine concentration improved in all the plants. BC2F2 lines developed from the hard endosperm kernels were selfed for BC2F2 lines and the best line was selected to represent the QPM version of BML-7, with tryptophan concentration of 0.96% and lysine 4.01% in protein. QPM version of BML-7 line can be used for the development of QPM version maize single cross hybrids.	2017			Plants			TRUE	TRUE	Introgression lines	FALSE			FALSE	
KrishnaMurthy, Prashanthi Sagar; Deshmukh, Dnyaneshwar B.; Kumar, Kakanur Jagadeesh Yashvanth; Patil, Santosh; Jakkeral, Shridevi; Nemappa, Gangappa Hanamaratti; Singh, Uday D.; Variar, Mukund; Rathour, Rajeev; Subbaiyan, Gopalakrishnan; Singh, Ashok K.; Sharma, Tilak Raj	Introgression of Pi2 and Pi5 Genes for Blast (Magnaporthe oryzae) Resistance in Rice and Field Evaluation of Introgression Lines for Resistance and Yield Traits	JOURNAL OF PHYTOPATHOLOGY	Blast caused by Magnaporthe oryzae is the most devastating disease causing significant loss in rice production. The destructive nature of the disease is mainly due to the genetic plasticity of M.oryzae which complicates the breeding strategies. Blast can be effectively managed by the deployment of R genes. In this study, broad-spectrum blast resistance genes Pi2 and Pi5 were introgressed independently into popular but blast susceptible rice variety, Samba Mahsuri (BPT5204) by applying marker-assisted backcross breeding approach. Tightly linked markers AP5930 for Pi2 and 40N23r for Pi5 gene were used in foreground selection. Background selection helped to identify the lines with maximum recovery of recurrent parent genome (RPG). The RPG recovery in Pi2 introgression lines was up to 90.17 and 91.46% in Pi5 lines. Homozygous introgression lines in BC3F4 generation carrying Pi2 and Pi5 gene were field evaluated for blast resistance, yield per se and yield-related traits. The lines showed resistance to leaf and neck blast in multilocation field evaluation. Improved BPT5204 lines with improvement for blast resistance were on par with original BPT5204 in terms of grain yield and grain features.	2017	10.1111/jph.12573		Plants			TRUE	TRUE	Introgression lines	FALSE			FALSE	
Ksiazczyk, Tomasz; Zwierzykowska, Elzbieta; Molik, Katarzyna; Taciak, Magdalena; Krajewski, Pawe; Zwierzykowski, Zbigniew	Genome-dependent chromosome dynamics in three successive generations of the allotetraploid Festuca pratensis x Lolium perenne hybrid	PROTOPLASMA	We focus on the identification of complete and recombined ribosomal DNA-bearing chromosomes, and the dynamics of chromosomal number and position of ribosomal DNA (rDNA) loci in the F-2-F-4 generations derived from the F-1 hybrid of Festuca pratensis Huds. (2n = 4x = 28) x Lolium perenne L. (2n = 4x = 28). Lolium genomic DNA and rRNA genes were mapped by means of genomic and fluorescence in situ hybridization (GISH and FISH). The results revealed that plants of the three generations share various rDNA loci profiles with chromosome structural changes, possibly as a result of chromosomal inter- and intra-rearrangements. We observed an asymmetrical variation in the number of recombinant arms with and without rDNA loci between parental genomes. The Lolium genome was more affected by rearrangements in arms with rDNA loci, while Festuca was more affected in arms without them. Statistically significant differences between L. perenne and F. pratensis genomes concerned the number of recombined chromosomes without rDNA, and the number of recombined rDNA-bearing chromosomal arms of marked chromosomes, showing a tendency of F. pratensis genome-like chromosomes to be less stable, compared with L. perenne. We postulate a novel genome-dependent range and type of chromosome variation in plants of the F-2-F-4 generations derived from F. pratensis x L. perenne hybrid.	2015	10.1007/s00709-014-0734-9		Plants			TRUE	TRUE	cytogenetics	FALSE			FALSE	
Kumar, Arun; Meena, Hari Singh; Ram, Bhagirath; Priyamedha; Sharma, Anubhuti; Yadav, Sushma; Singh, Vijay Veer; Rai, Pramod Kumar	Some Cytomorphological Evidence for Synthesis of Interspecific Hybrids between Brassica juncea and Autotetraploid B. fruticulosa	CYTOLOGIA	Four successful interspecific hybrid plants were obtained through sexual hybridization between Brassica juncea cv. Rohini, Laxmi, and Varuna (2n=4x=36, AABB), and an autotetraploid B. fruticulosa (2n=4x=32, FFFF) induced by colchicine using the latter as a pollen parent. Morphological and cytological analyses were carried out to confirm the hybrid nature of F-1 plants. The F-1 plants (2n=34) were intermediate for most of the morphological attributes. Although, the F(1)s showed poor pollen fertility, nevertheless, few seeds were obtained from open pollination. Meiotic analysis of F-1 plants showed a predominance of univalents, a typical feature of hybrids. The occurrence of bivalents, trivalent, and quadrivalent in PMCs of the F(1)s indicated homeologous pairing among the three genomes. The study suggests that B. fruticulosa has partial genome homeology with B. juncea which could be exploited in crop improvement programmes, particularly breeding for biotic stress especially, tolerance/resistance to the mustard aphid.	2018	10.1508/cytologia.83.421		Plants			TRUE	TRUE	manipulative crosses	FALSE			FALSE	
Kumar, Arun; Singh, Binay Kumar; Meena, Hari Singh; Singh, Vijay Veer; Singh, Yash Pal; Singh, Dhiraj	Cytomorphological and Molecular Characterization of F-1 Hybrids between Brassica tournefortii and B. rapa	CYTOLOGIA	Interspecific F-1 hybrids were synthesized between Brassica tournefortii (2n=20, TT) and B. rapa var. yellow sarson (NRCYS-05-02) (2n=20, AA) by sexual mating. The F(1)s were obtained only when B. tournefortii was used as the female parent. Morphological, cytological and sequence tagged microsatellite sites (STMS) based molecular analyses were carried out to confirm the hybrid nature of F-1 plants. Morphologically, the F-1 plants were intermediate for most of the morphological attributes. Although, the F(1)s showed poor pollen fertility, a few seeds were obtained from open pollination in the surroundings of B. rapa. The F-1 plants showed predominance of univalents (53.66%), a typical feature of wide hybrids. The occurrence of chromosome association ranging from bivalents (0-4), trivalent (0-1) and quadrivalent (0-1) in the F(1)s indicated homeologous pairing between the T and A genomes. STMS analysis of the parents and the F(1)s revealed a high degree of similarity (75%) and rearrangements in the two genomes during or after their fusion. The study suggests that B. tournefortii has partial genome homeology with B. rapa which could be exploited in crop improvement programmes, particularly breeding for tolerance/resistance to white rust and mustard aphid.	2015	10.1508/cytologia.80.317		Plants			TRUE	TRUE	cytogenetics	FALSE			FALSE	
Kumar, V. Abhilash; Balachiranjeevi, C. H.; Naik, S. Bhaskar; Rambabu, R.; Rekha, G.; Harika, G.; Hajira, S. K.; Pranathi, K.; Anila, M.; Kousik, M.; Kumar, S. Vijay; Yugander, A.; Aruna, J.; Kumar, T. Dilip; Rao, K. Vijaya Sudhakara; Prasad, A. S. Hari; Madhav, M. S.; Laha, G. S.; Balachandran, S. M.; Prasad, M. S.; Viraktamath, B. C.; Babu, V. Ravindra; Sundaram, R. M.	Development of Gene-Pyramid Lines of the Elite Restorer Line, RPHR-1005 Possessing Durable Bacterial Blight and Blast Resistance	FRONTIERS IN PLANT SCIENCE	RPHR-1005, the stable restorer line of the popular medium slender (MS) grain type rice hybrid, DRRH-3 was improved in this study for resistance against bacterial blight (BB) and blast diseases through marker-assisted backcross breeding (MABB). In this study, four major resistance genes (i.e., Xa21 and Xa33 for BB resistance and P12 and P154 for blast resistance) have been transferred to RPHR-1005 using RPBio Patho-1 (possessing Xa21 + P12), RPBio Patho-2 (possessing Xa21 + Pi54) and FBR1-15EM (possessing Xa33) as the donors. Foreground selection was carried out using PCR-based molecular markers specific for the target resistance genes and the major fertility restorer genes, Rf3 and Rf4, while background selection was carried out using a set of parental polymorphic rice SSR markers and backcrossing was continued uptoBC(2) generation. At BC2F2, plants possessing the gene combination- Xa21 + P12, Xa21 + P154 and Xa33 in homozygous condition and with >92% recovery of the recurrent parent genome (RPG) were identified and intercrossed to combine all the four resistance genes. Twenty-two homozygous, pyramid lines of RPHR-1005 comprising of three single-gene containing lines, six 2-gene containing lines, eight 3-gene containing lines, and five 4-gene containing lines were identified among the double intercross lines at F3 generation (DICF3). They were then evaluated for their resistance against BB and blast, fertility restoration ability and for key agro-morphological traits. While single gene containing lines were resistant to either BB or blast, the 2-gene, 3-gene, and 4-gene pyramid lines showed good level of resistance against both and/or either of the two diseases. Most of the 2-gene, 3-gene, and 4-gene containing pyramid lines showed yield levels and other key agro-morphological and grain quality traits comparable to the original recurrent parent and showed complete fertility restoration ability, with a few showing higher yield as compared to RPHR-1005. Further, the experimental hybrids derived by crossing the gene-pyramid lines of RPHR-1005 with APMS6A (the female parent of DRRH-3), showed heterosis levels equivalent to or higher than DRRH-3. The results of present study exemplify the utility of MABB for targeted improvement of multiple traits in hybrid rice.	2016	10.3389/fpls.2016.01195		Plants			TRUE	TRUE	Introgression lines	FALSE			FALSE	
Kwiatek, Michal; Majka, Maciej; Wisniewska, Halina; Apolinarska, Barbara; Belter, Jolanta	Effective transfer of chromosomes carrying leaf rust resistance genes from Aegilops tauschii Coss. into hexaploid triticale (X Triticosecale Witt.) using Ae. tauschii x Secale cereale amphiploid forms	JOURNAL OF APPLIED GENETICS	This paper shows the results of effective uses of a molecular cytogenetics toolbox and molecular marker to transfer leaf rust resistance genes from Aegilops tauschii x Secale cereale (DDRR, 2n = 4x = 28) amphiploid forms to triticale cv. Bogo (AABBRR, 2n = 6x = 42). The molecular markers of resistance genes and in situ hybridization analysis of mitotic metaphase of root meristems confirmed the stable inheritance of chromosome 3D segments carrying Lr32 from the BC2F2 to the BC2F5 generation of (Ae. tauschii x S. cereale) x triticale hybrids. The chromosome pairing analysis during metaphase I of meiosis of BC2F4 and BC2F5 hybrids showed increasing regular bivalent formation of 3D chromosome pairs and decreasing number of univalents in subsequent generations. The results indicate that using amphiploid forms as a bridge between wild and cultivated forms can be a successful technology to transfer the D-genome chromatin carrying leaf rust resistance genes into triticale.	2015	10.1007/s13353-014-0264-3		Plants			TRUE	TRUE	introgression line	FALSE			FALSE	
Kwon, Min-Ji; Ramzan, Fahad; Ahn, Yun-Jae; Hwang, Yoon-Jung; Kang, Yun-Im; Kim, Chang-Kil; Younis, Adnan; Lim, Ki-Byung	Chromosomal analysis of Lilium longiflorum x Asiatic hybrids using GISH (genomic in situ hybridization)	HORTICULTURE ENVIRONMENT AND BIOTECHNOLOGY	In Lilium, a popular horticulture crop, the main objective of crossbreeding is introgression of desirable genes and features into new cultivars. Commercial Lilium cultivars were produced primarily through 2n-gametes or 2x-gametes as parental plants or backcrossing. The primary genetic difference in 2 methods, is the presence of genomic recombination. Especially, GISH (genomic in situ hybridization) among molecular cytogenetic analysis, is the relevant technique to detect genetic information; genome composition, chromosome behavior during meiosis and recombination of hybrids as using their parental DNA as a probe. Based on previous studies, in this research, 12 LA (L. longiflorum x L. Asiatic hybrids) hybrids were analyzed by GISH (genomic in situ hybridization) along with ploidy analysis, and pollen germination tests. The LA hybrids used in this study, showed less pollen germination ability (ranged 0 - 21.74%), but germination of 'Caesars Palace' was significantly higher (59.09%). Interestingly, ploidy analysis showed that 'Caesars Palace' was tetraploid and 'Batistero' had one more additional chromosome from the L genome. Nine of the 12 cultivars exhibited recombination and 3 had only non-recombinant chromosomes; fewer L. longiflorum chromosomes were present in the cultivars than Asiatic chromosomes. Consequentially, it is assumed that 2n-gametes were more common methodology than 2x-gametes for producing commercial cultivars. Moreover, backcrossing tended to be performed with the Asiatic hybrid cultivar.	2017	10.1007/s13580-017-0019-2		Plants			TRUE	TRUE	cytological study	FALSE			FALSE	
Lai Yun-song; Huang Hai-qing; Xu Meng-yun; Wang Liang-chao; Zhang Xiao-bo; Zhang Ji-wen; Tu Ju-min	Development of Insect-Resistant Hybrid Rice by Introgressing the Bt Gene from Bt Rice Huahui 1 into II-32A/B, a Widely Used Cytogenic Male Sterile System	JOURNAL OF INTEGRATIVE AGRICULTURE	Huahui 1 is an elite transgenic male sterile restorer line of wild rice abortive-type that expresses a Bacillus thuringiensis (Bt) delta-endotoxin and provides effective and economic control of lepidopteran insects. To exploit Huahui 1 to develop a new Bt rice, the insertion site of the Bt gene was determined by thermal asymmetric interlaced PCR (TAIL-PCR). Bt was located in the promoter region of LOC.Os10g10360, approximately 5.35 Mb from the telomere of the short arm of chromosome 10. For the first time, a Bt cytoplasmic male sterile (CMS) system was developed by introgressing Bt from Huahui 1. The recipient CMS system used consisted of Indonesia paddy rice-type II-32B (maintainer line) and II-32A (male sterile line). Marker-assisted selection was used to increase selection efficiency in the backcrossing program. In BC5F1, the Bt plant 85015-8 was selected for further analyses, as it had the highest SSR marker homozygosity. In addition, the linkage drag of the foreign Bt gene in 85015-8 was minimized to 8.01-11.46 Mb. The foreign Bt gene was then delivered from 85015-8 into II-32A. The resultant Bt II-32A and Bt II-32B lines were both resistant to lepidopteran in field trials, and agronomic traits were not disturbed. The maintainability of II-32B, and the male sterility and general combining ability of II-32A, were not affected by the Bt introgression. This study demonstrates a simple and fast approach to develop Bt hybrid rice.	2014	10.1016/S2095-3119(13)60538-9		Plants			TRUE	TRUE	Introgression lines	FALSE			FALSE	
Lakshmanan, P. S.; Eeckhaut, T.; Van Huylenbroeck, J.; Van Bockstaele, E.; Khrustaleva, L. I.	Micronucleation in Developing Spathiphyllum wallisii Regel Microspores for Microprotoplast Preparation	XXIV INTERNATIONAL EUCARPIA SYMPOSIUM SECTION ORNAMENTALS: ORNAMENTAL BREEDING WORLDWIDE	Fusion of protoplasts and microprotoplasts is a known method for producing asymmetric somatic hybrids. One prerequisite for microprotoplast induction is use of an efficient tool to form micronuclei in somatic or gametic cells. We chose to use pollen mother cells as starting material. Preliminary results indicated that micronucleation is restricted to a particular flower stage. Dissected full anthers of genotype 6526 of Spathiphyllum wallisii were treated in a culture room with different concentrations of oryzalin, a spindle toxin, at concentrations of 10, 20, 50 and 100 mu M in half-strength liquid MS media. Observations of pollen in various developmental stages were made at 24, 48, 72 and 96-hour intervals after treatment. The observations were made using a fluorescent microscope after staining the anthers with 4' 6-diamidino-2-phenylindole (DAPI). The micro-nucleation index (percentage of cells with additional micronuclei) was measured. The number of nuclei per cell varied between 1 and 9. This fragmentation was observed in pollen mother cells, dyads, and tetrads as well as in mature pollens. At a concentration of 100 mu M oryzalin, formation of mature pollen was significantly inhibited. The highest micro-nucleation index (0.93) was observed after 72 h culture of anthers treated with 10 mu M oryzalin. The lowest micro-nucleation index (0.13) was observed 24 h after treatment with 100 mu M oryzalin. These results can lead to development of protocols for obtaining protoplasts containing 1 to a few chromosomes for microprotoplast mediated chromosome transfer (Doherty and Fisher, 2003). This research may form the basis for introgression of chromosomes between Araceae species.	2012			Plants			TRUE	TRUE	IL	FALSE			FALSE	
